geneNames	start	end	chr	entrezgene
ENSG00000255399	TBX5-AS1	114845996	114850636	12	255480
ENSG00000258254	RP11-162N7.1	115059566	115060727	12	NA
ENSG00000135111	TBX3	115108059	115121969	12	6926
ENSG00000257817	RP4-601P9.2	115151616	115205762	12	NA
ENSG00000271579	RP11-116D17.3	115737393	115738513	12	NA
ENSG00000257407	RP11-1028N23.4	116019866	116077539	12	NA
ENSG00000123066	MED13L	116395711	116715143	12	23389
ENSG00000258034	RP11-493P1.2	116398992	116400538	12	NA
ENSG00000196668	LINC00173	116971227	116974323	12	100287569
ENSG00000258102	RP11-809C9.2	116985911	116992186	12	643246
ENSG00000171471	MAP1LC3B2	116997186	117014425	12	NA
ENSG00000111412	C12orf49	117153593	117175875	12	79794
ENSG00000135119	RNFT2	117176096	117291436	12	84900
ENSG00000135116	HRK	117293949	117319246	12	8739
ENSG00000174989	FBXW8	117348761	117468953	12	26259
ENSG00000257279	RP11-231I16.1	117415247	117425142	12	100506551
ENSG00000088992	TESC	117476728	117537284	12	54997
ENSG00000258285	RP11-103B5.2	117537286	117579896	12	101928244
ENSG00000135108	FBXO21	117581146	117628336	12	23014
ENSG00000089250	NOS1	117645947	117889975	12	4842
ENSG00000171435	KSR2	117890817	118406788	12	283455
ENSG00000255686	RP11-227B21.2	117890817	117894791	12	NA
ENSG00000111445	RFC5	118451393	118470935	12	5985
ENSG00000176871	WSB2	118470712	118500235	12	55884
ENSG00000176834	VSIG10	118501398	118573831	12	54621
ENSG00000089220	PEBP1	118573663	118583389	12	5037
ENSG00000135090	TAOK3	118587606	118810750	12	51347
ENSG00000240342	RPS2P5	118683877	118684807	12	NA
ENSG00000270482	RP11-131L12.2	118813155	118814080	12	NA
ENSG00000111707	SUDS3	118814185	118855840	12	64426
ENSG00000256750	RP11-3L23.2	119196559	119199484	12	105370014
ENSG00000255618	RP11-357K6.1	119210837	119212942	12	NA
ENSG00000255814	RP11-357K6.2	119256609	119271341	12	105370016
ENSG00000139767	SRRM4	119419300	119600856	12	84530
ENSG00000257095	RP11-364C11.2	119468844	119554766	12	NA
ENSG00000152137	HSPB8	119616447	119658936	12	26353
ENSG00000256609	RP11-64B16.4	119619853	119621064	12	NA
ENSG00000213144	RP11-64B16.2	119632655	119633199	12	NA
ENSG00000183273	CCDC60	119772517	119978852	12	160777
ENSG00000248636	RP11-768F21.1	119825792	120105884	12	105370027
ENSG00000224982	TMEM233	120031264	120079363	12	387890
ENSG00000111725	PRKAB1	120105558	120119435	12	5564
ENSG00000122966	CIT	120123595	120315095	12	11113
ENSG00000135127	CCDC64	120427673	120532298	12	92558
ENSG00000111737	RAB35	120532899	120555306	12	11021
ENSG00000089154	GCN1L1	120565007	120632513	12	10985
ENSG00000089157	RPLP0	120634489	120639038	12	6175
ENSG00000255857	PXN-AS1	120639094	120650941	12	100506649
ENSG00000089159	PXN	120648250	120703574	12	5829
ENSG00000123009	NME2P1	120719940	120720632	12	NA
ENSG00000202538	RNU4-2	120729566	120729706	12	26834
ENSG00000089163	SIRT4	120740119	120751052	12	23409
ENSG00000170890	PLA2G1B	120759914	120765592	12	5319
ENSG00000135097	MSI1	120779133	120806983	12	4440
ENSG00000239881	RPS27P25	120807243	120809491	12	NA
ENSG00000111775	COX6A1	120875893	120878545	12	1337
ENSG00000170855	TRIAP1	120881764	120884215	12	51499
ENSG00000219355	RPL31P52	120888240	120888606	12	NA
ENSG00000111786	SRSF9	120899471	120907596	12	8683
ENSG00000088986	DYNLL1	120907653	120936296	12	8655
ENSG00000248008	DYNLL1-AS1	120928131	120933743	12	100506668
ENSG00000110871	COQ5	120941077	120972237	12	84274
ENSG00000022840	RNF10	120971283	121015397	12	9921
ENSG00000167272	POP5	121016567	121019201	12	51367
ENSG00000256008	RP11-728G15.1	121067908	121079394	12	NA
ENSG00000157782	CABP1	121078355	121105127	12	9478
ENSG00000110917	MLEC	121124672	121139667	12	9761
ENSG00000256364	RP11-173P15.3	121134927	121137344	12	NA
ENSG00000175970	UNC119B	121148238	121161443	12	84747
ENSG00000256569	RP11-173P15.5	121159310	121161442	12	NA
ENSG00000122971	ACADS	121163538	121177811	12	35
ENSG00000157837	SPPL3	121200313	121342174	12	121665
ENSG00000231313	CLIC1P1	121352203	121352926	12	NA
ENSG00000244585	RPL12P33	121354548	121355039	12	NA
ENSG00000241388	HNF1A-AS1	121406416	121418768	12	283460
ENSG00000272214	AC079602.1	121407641	121410095	12	NA
ENSG00000135100	HNF1A	121416346	121440315	12	6927
ENSG00000271769	RP11-216P16.2	121438289	121439071	12	NA
ENSG00000157895	C12orf43	121440225	121454305	12	64897
ENSG00000135114	OASL	121458095	121477045	12	8638
ENSG00000089041	P2RX7	121570622	121623876	12	5027
ENSG00000261827	RP11-340F14.5	121625359	121625835	12	NA
ENSG00000135124	P2RX4	121647660	121671909	12	5025
ENSG00000110931	CAMKK2	121675497	121736111	12	10645
ENSG00000089053	ANAPC5	121746048	121837699	12	51433
ENSG00000170633	RNF34	121837844	121868389	12	80196
ENSG00000089094	KDM2B	121866900	122018920	12	84678
ENSG00000182500	ORAI1	122064455	122080583	12	NA
ENSG00000139714	MORN3	122089024	122110537	12	283385
ENSG00000188735	TMEM120B	122150658	122220907	12	144404
ENSG00000139725	RHOF	122215664	122241309	12	54509
ENSG00000212694	AC084018.1	122233173	122241812	12	338799
ENSG00000272849	RP11-347I19.8	122235417	122239878	12	NA
ENSG00000139718	SETD1B	122242086	122270562	12	23067
ENSG00000158104	HPD	122277433	122301502	12	3242
ENSG00000256811	RP11-7M8.2	122294165	122294965	12	NA
ENSG00000110801	PSMD9	122326637	122356203	12	5715
ENSG00000158023	WDR66	122355768	122441833	12	144406
ENSG00000110987	BCL7A	122457328	122499948	12	605
ENSG00000256546	AC156455.1	122501212	122506522	12	100506691
ENSG00000175727	MLXIP	122516628	122631894	12	22877
ENSG00000158113	LRRC43	122652285	122688018	12	254050
ENSG00000184047	DIABLO	122692210	122712081	12	56616
ENSG00000139719	VPS33A	122714111	122751068	12	65082
ENSG00000130779	CLIP1	122755979	122907179	12	6249
ENSG00000256304	RP11-512M8.3	122806669	122808883	12	NA
ENSG00000033030	ZCCHC8	122957417	122985518	12	55596
ENSG00000111011	RSRC2	122989190	123011547	12	65117
ENSG00000184445	KNTC1	123011793	123110943	12	9735
ENSG00000196917	HCAR1	123104824	123215390	12	27198
ENSG00000139726	DENR	123237321	123255611	12	8562
ENSG00000130783	CCDC62	123258874	123312075	12	84660
ENSG00000130787	HIP1R	123319000	123347507	12	9026
ENSG00000139722	VPS37B	123349882	123380991	12	79720
ENSG00000150967	ABCB9	123405498	123466196	12	23457
ENSG00000111325	OGFOD2	123459127	123464590	12	79676
ENSG00000182196	ARL6IP4	123464607	123467456	12	51329
ENSG00000090975	PITPNM2	123468027	123634562	12	57605
ENSG00000251497	RP11-197N18.7	123565931	123569291	12	100507091
ENSG00000051825	MPHOSPH9	123636867	123728561	12	10198
ENSG00000130921	C12orf65	123717463	123742506	12	91574
ENSG00000235423	RP11-282O18.3	123736577	123746030	12	NA
ENSG00000111328	CDK2AP1	123745528	123756881	12	8099
ENSG00000139697	SBNO1	123773656	123849390	12	55206
ENSG00000183955	SETD8	123868320	123893905	12	387893
ENSG00000150977	RILPL2	123899936	123921264	12	196383
ENSG00000184209	SNRNP35	123942188	123957701	12	11066
ENSG00000188026	RILPL1	123955925	124018265	12	353116
ENSG00000247373	RP11-486O12.2	124066767	124069662	12	NA
ENSG00000086598	TMED2	124069078	124083116	12	10959
ENSG00000111364	DDX55	124086624	124105488	12	57696
ENSG00000111361	EIF2B1	124104953	124118313	12	1967
ENSG00000111358	GTF2H3	124118375	124147153	12	2967
ENSG00000168778	TCTN2	124155660	124192948	12	79867
ENSG00000185344	ATP6V0A2	124196865	124246302	12	23545
ENSG00000197653	DNAH10	124247042	124420753	12	196385
ENSG00000270028	RP11-380L11.4	124410008	124410630	12	NA
ENSG00000270005	RP11-380L11.3	124420169	124420753	12	NA
ENSG00000119242	CCDC92	124403207	124457378	12	80212
ENSG00000270130	RP11-214K3.23	124445264	124445791	12	NA
ENSG00000269997	RP11-214K3.21	124450624	124451176	12	NA
ENSG00000269938	RP11-214K3.20	124452570	124453126	12	NA
ENSG00000270061	RP11-214K3.19	124454537	124454891	12	NA
ENSG00000179195	ZNF664	124456392	124499986	12	144348
ENSG00000269923	RP11-214K3.24	124570308	124573142	12	NA
ENSG00000178882	FAM101A	124457788	124800570	12	144347
ENSG00000256596	RP11-522N14.2	124690774	124693564	12	NA
ENSG00000196498	NCOR2	124808961	125052135	12	9612
ENSG00000214650	RP11-83B20.1	124997768	124999359	12	NA
ENSG00000073060	SCARB1	125261402	125367214	12	949
ENSG00000150991	UBC	125396150	125401914	12	7316
ENSG00000150990	DHX37	125431371	125473668	12	57647
ENSG00000184992	BRI3BP	125478246	125515777	12	140707
ENSG00000081760	AACS	125549925	125627873	12	65985
ENSG00000139364	TMEM132B	125671382	126146917	12	114795
ENSG00000249267	LINC00939	126443234	126467920	12	400084
ENSG00000256276	RP5-916L7.2	126468248	126470780	12	NA
ENSG00000256342	RP3-446N13.1	126580538	126588481	12	NA
ENSG00000257061	RP4-809F18.2	126842580	126843442	12	NA
ENSG00000255595	RP4-809F18.1	126843848	126845611	12	101927531
ENSG00000214043	RP5-944M2.3	126927027	126957336	12	100128554
ENSG00000256732	RP11-407A16.3	127094580	127174864	12	100996671
ENSG00000255998	RP11-407A16.7	127175025	127180378	12	NA
ENSG00000189238	LINC00943	127210816	127230798	12	NA
ENSG00000256128	LINC00944	127214333	127256957	12	NA
ENSG00000249873	RP11-983C2.2	127354036	127359236	12	440117
ENSG00000256286	RP11-983C2.3	127359367	127360778	12	NA
ENSG00000256292	RP11-955H22.1	127759012	127768828	12	NA
ENSG00000256362	RP11-955H22.3	127808700	127824617	12	101927616
ENSG00000257035	RP11-351O2.2	128108698	128110812	12	NA
ENSG00000256022	RP11-526P6.1	128115793	128121012	12	101927637
ENSG00000256193	LINC00507	128399917	128436097	12	100862680
ENSG00000256643	RP11-349K16.1	128508333	128511711	12	105370070
ENSG00000256551	RP13-653N12.1	128571530	128602677	12	100996679
ENSG00000256659	RP13-653N12.2	128602762	128606497	12	101927694
ENSG00000181234	TMEM132C	128751948	129192460	12	92293
ENSG00000139370	SLC15A4	129277739	129308528	12	121260
ENSG00000151948	GLT1D1	129337972	129469509	12	144423
ENSG00000256581	NLRP9P	129497881	129501208	12	NA
ENSG00000151952	TMEM132D	129556270	130388211	12	121256
ENSG00000249196	RP11-669N7.2	129594174	129597839	12	283352
ENSG00000256699	RP11-669N7.3	129693146	129697207	12	101927735
ENSG00000251536	RP11-572C21.1	130336753	130339489	12	NA
ENSG00000214039	RP11-474D1.3	130517999	130529602	12	100190940
ENSG00000256906	RP11-474D1.2	130554870	130557230	12	105370078
ENSG00000250208	FZD10-AS1	130634894	130646801	12	440119
ENSG00000111432	FZD10	130647004	130650285	12	11211
ENSG00000259862	RP11-143E21.6	130734224	130751270	12	NA
ENSG00000125207	PIWIL1	130822432	130857182	12	9271
ENSG00000060709	RIMBP2	130880682	131200826	12	23504
ENSG00000256064	RP11-117L5.4	130904080	130905564	12	NA
ENSG00000256343	RP11-662M24.1	131135916	131153778	12	NA
ENSG00000111450	STX2	131274145	131323811	12	2054
ENSG00000132341	RAN	131356424	131362223	12	5901
ENSG00000111452	GPR133	131438452	131626014	12	283383
ENSG00000256204	RP11-243M5.1	131462107	131463313	12	NA
ENSG00000268091	AC078925.1	131514221	131514769	12	NA
ENSG00000204603	RP11-638F5.1	131649556	131697476	12	116437
ENSG00000226356	RPS6P20	131776613	131777721	12	NA
ENSG00000249926	RP11-495K9.6	132147141	132149249	12	NA
ENSG00000243499	RPS6P21	132152037	132152791	12	NA
ENSG00000061936	SFSWAP	132195626	132284282	12	6433
ENSG00000198598	MMP17	132312938	132336328	12	4326
ENSG00000177169	ULK1	132379196	132407712	12	8408
ENSG00000177192	PUS1	132413745	132428406	12	80324
ENSG00000183495	EP400	132434508	132565005	12	57634
ENSG00000257000	RP13-820C6.2	132562348	132565005	12	NA
ENSG00000185684	EP400NL	132568828	132613029	12	347918
ENSG00000256804	RP13-977J11.5	132611006	132611309	12	NA
ENSG00000185163	DDX51	132621139	132628880	12	317781
ENSG00000184967	NOC4L	132628993	132637013	12	79050
ENSG00000256576	RP13-977J11.2	132671287	132674240	12	100996246
ENSG00000182870	GALNT9	132680924	132905935	12	50614
ENSG00000256943	RP13-895J2.2	132851977	132854915	12	NA
ENSG00000256542	RP13-895J2.3	132853935	132855447	12	NA
ENSG00000255916	RP13-895J2.7	132906436	132908161	12	101928416
ENSG00000112787	FBRSL1	133066137	133161774	12	57666
ENSG00000204583	LRCOL1	133179736	133187037	12	100507055
ENSG00000187848	P2RX2	133195366	133198972	12	22953
ENSG00000177084	POLE	133200348	133263951	12	5426
ENSG00000176894	PXMP2	133264192	133297276	12	5827
ENSG00000247077	PGAM5	133287405	133299228	12	192111
ENSG00000176915	ANKLE2	133302254	133338474	12	23141
ENSG00000090615	GOLGA3	133345495	133405444	12	2802
ENSG00000232888	RPS11P5	133402287	133402772	12	NA
ENSG00000072609	CHFR	133398773	133532890	12	55743
ENSG00000236617	RP11-46H11.12	133464428	133465169	12	101928530
ENSG00000250790	RP11-46H11.3	133488056	133489173	12	NA
ENSG00000196458	ZNF605	133498019	133532892	12	100289635
ENSG00000198393	ZNF26	133562951	133589154	12	7574
ENSG00000246394	RP11-386I8.6	133606975	133613808	12	101928597
ENSG00000255807	PTP4A1P2	133610089	133610542	12	NA
ENSG00000198040	ZNF84	133613878	133639885	12	7637
ENSG00000196387	ZNF140	133656424	133684130	12	7699
ENSG00000214029	ZNF891	133694740	133707059	12	101060200
ENSG00000090612	ZNF268	133707570	133783698	12	10795
ENSG00000255748	AC226150.4	133787246	133787772	12	NA
ENSG00000227059	ANHX	133794898	133812681	12	647589
ENSG00000235876	FEM1AP4	19239375	19241361	13	NA
ENSG00000228797	FAM207BP	19271143	19271647	13	NA
ENSG00000244155	CYP4F34P	19315870	19316858	13	NA
ENSG00000227568	SNX18P26	19381419	19382158	13	NA
ENSG00000206192	ANKRD20A9P	19390858	19446107	13	NA
ENSG00000242756	RHOT1P3	19411908	19412238	13	NA
ENSG00000226250	LINC00408	19479579	19481950	13	NA
ENSG00000226057	PHF2P2	19520895	19636858	13	NA
ENSG00000232685	LINC00442	19582399	19586699	13	348021
ENSG00000198033	TUBA3C	19747910	19755992	13	7278
ENSG00000121388	RP11-408E5.4	19756173	19761496	13	NA
ENSG00000227879	PSPC1P1	19775777	19801572	13	NA
ENSG00000232243	RP11-408E5.5	19836937	19838013	13	NA
ENSG00000237636	ANKRD26P3	19864733	19918965	13	NA
ENSG00000236834	LINC00421	19919189	19920889	13	100287114
ENSG00000224976	PARP4P2	19923277	19982102	13	NA
ENSG00000231184	FAM58DP	19956348	19957525	13	NA
ENSG00000132958	TPTE2	19997017	20110903	13	93492
ENSG00000215572	ESRRAP1	20134153	20135409	13	NA
ENSG00000238132	CASC4P1	20137729	20139040	13	NA
ENSG00000196199	MPHOSPH8	20207788	20247599	13	54737
ENSG00000226352	RP11-523H24.3	20248764	20250024	13	NA
ENSG00000121390	PSPC1	20248896	20357142	13	55269
ENSG00000233469	ST6GALNAC4P1	20392261	20392759	13	NA
ENSG00000132950	ZMYM5	20397622	20437776	13	9205
ENSG00000121741	ZMYM2	20532810	20665968	13	7750
ENSG00000237672	KRR1P1	20644390	20646276	13	NA
ENSG00000121743	GJA3	20712394	20735188	13	2700
ENSG00000165474	GJB2	20761609	20767037	13	2706
ENSG00000121742	GJB6	20796110	20806534	13	10804
ENSG00000165475	CRYL1	20977806	21099996	13	51084
ENSG00000032742	IFT88	21140585	21265503	13	8100
ENSG00000238286	SLC35E1P1	21181407	21182270	13	NA
ENSG00000172458	IL17D	21276266	21297237	13	53342
ENSG00000203614	AL512652.1	21286570	21288285	13	NA
ENSG00000150456	N6AMT2	21302870	21348097	13	221143
ENSG00000132953	XPO4	21351469	21477187	13	64328
ENSG00000213621	RPSAP54	21535449	21536334	13	NA
ENSG00000150457	LATS2	21547171	21635686	13	26524
ENSG00000150459	SAP18	21714653	21723221	13	10284
ENSG00000165480	SKA3	21727734	21750741	13	221150
ENSG00000173141	MRP63	21750784	21753223	13	78988
ENSG00000235438	ESRRAP2	21834154	21867568	13	105370105
ENSG00000229137	RP11-101P17.11	21861545	21868998	13	NA
ENSG00000233325	MIPEPP3	21872278	21880512	13	NA
ENSG00000224429	LINC00539	21877654	21922860	13	NA
ENSG00000215571	GRK6P1	21893231	21895005	13	NA
ENSG00000235076	GAPDHP52	21932512	21933453	13	NA
ENSG00000180776	ZDHHC20	21950263	22033509	13	253832
ENSG00000165487	MICU2	22066836	22178353	13	221154
ENSG00000226525	RPS7P10	22202552	22203154	13	NA
ENSG00000102678	FGF9	22245522	22278637	13	2254
ENSG00000226722	LINC00424	22446909	22449705	13	100874182
ENSG00000232187	FTH1P7	23270162	23270713	13	NA
ENSG00000262619	LINC00621	23468795	23490508	13	NA
ENSG00000234685	NUS1P2	23489790	23490662	13	NA
ENSG00000102683	SGCG	23755091	23899304	13	6445
ENSG00000235205	TATDN2P3	23817659	23821323	13	NA
ENSG00000151835	SACS	23902965	24007841	13	26278
ENSG00000229558	SACS-AS1	23993110	24002818	13	100506680
ENSG00000232977	LINC00327	24040710	24061603	13	100506697
ENSG00000127863	TNFRSF19	24144509	24250232	13	55504
ENSG00000027001	MIPEP	24304328	24463558	13	4285
ENSG00000205861	C1QTNF9B-AS1	24463028	24471402	13	542767
ENSG00000205863	C1QTNF9B	24465238	24476794	13	387911
ENSG00000196593	ANKRD20A19P	24513696	24520921	13	NA
ENSG00000228741	RP11-309I15.1	24553949	24609166	13	221178
ENSG00000225674	IPO7P2	24696204	24697953	13	NA
ENSG00000182957	SPATA13	24553944	24881212	13	221178
ENSG00000240868	C1QTNF9-AS1	24889863	24895736	13	NA
ENSG00000102699	PARP4	24995064	25086948	13	143
ENSG00000243008	RP11-556N21.1	25141011	25171814	13	NA
ENSG00000075673	ATP12A	25254549	25285921	13	479
ENSG00000226695	ANKRD20A10P	25324795	25326309	13	NA
ENSG00000132972	RNF17	25338290	25454059	13	56163
ENSG00000151849	CENPJ	25457171	25497018	13	55835
ENSG00000253771	TPTE2P1	25498815	25542625	13	NA
ENSG00000151846	PABPC3	25670300	25673389	13	5042
ENSG00000165566	AMER2	25735822	25746426	13	219287
ENSG00000234056	AMER2-AS1	25746966	25754217	13	101928922
ENSG00000139505	MTMR6	25802307	25862147	13	9107
ENSG00000260509	RP11-271M24.2	25874262	25875576	13	NA
ENSG00000139496	NUPL1	25875662	25923938	13	9818
ENSG00000234152	TCEB2P1	25939937	25940293	13	NA
ENSG00000132932	ATP8A2	25946209	26599989	13	51761
ENSG00000180730	SHISA2	26618735	26625169	13	387914
ENSG00000231983	LINC00415	26626414	26627523	13	NA
ENSG00000127870	RNF6	26706253	26796791	13	6049
ENSG00000132964	CDK8	26828276	26979375	13	1024
ENSG00000132970	WASF3	27131840	27263085	13	10810
ENSG00000132975	GPR12	27329341	27334922	13	2835
ENSG00000152484	USP12	27640293	27746033	13	219333
ENSG00000122026	RPL21	27825446	27830828	13	6144
ENSG00000207051	SNORA27	27829538	27829663	13	619499
ENSG00000122035	RASL11A	27844464	27847827	13	387496
ENSG00000122034	GTF3A	27998681	28009958	13	2971
ENSG00000203602	AL137059.1	28008286	28008752	13	NA
ENSG00000122033	MTIF3	28009776	28024739	13	219402
ENSG00000139517	LNX2	28120050	28194541	13	222484
ENSG00000186184	POLR1D	28194903	28241548	13	51082
ENSG00000169840	GSX1	28366780	28368905	13	219409
ENSG00000247381	PDX1-AS1	28407581	28495541	13	NA
ENSG00000139515	PDX1	28494157	28500368	13	3651
ENSG00000260704	LINC00543	28527663	28529507	13	100132234
ENSG00000165556	CDX2	28536274	28545276	13	1045
ENSG00000183463	URAD	28551851	28562791	13	646625
ENSG00000122025	FLT3	28577411	28674729	13	2322
ENSG00000261485	PAN3-AS1	28710980	28712330	13	NA
ENSG00000152520	PAN3	28712643	28869475	13	255967
ENSG00000102755	FLT1	28874489	29069265	13	2321
ENSG00000132963	POMP	29233241	29253062	13	51371
ENSG00000139508	SLC46A3	29274201	29293107	13	283537
ENSG00000233588	CYP51P2	29296523	29298158	13	NA
ENSG00000132938	MTUS2	29598748	30077892	13	23281
ENSG00000179141	MTUS2-AS1	30050652	30064242	13	NA
ENSG00000139514	SLC7A1	30083547	30169825	13	6541
ENSG00000122042	UBL3	30338508	30424821	13	5412
ENSG00000122043	LINC00544	30510042	30524625	13	440131
ENSG00000224511	LINC00365	30677315	30683012	13	100874146
ENSG00000102781	KATNAL1	30776767	30881621	13	84056
ENSG00000236463	LINC00427	30890497	30894040	13	NA
ENSG00000238121	LINC00426	30914407	30951282	13	100188949
ENSG00000225039	LINC01058	30993656	30996374	13	103724387
ENSG00000236444	UBE2L5P	31002084	31002656	13	171222
ENSG00000189403	HMGB1	31032884	31191734	13	3146
ENSG00000213411	RBM22P2	31113734	31117598	13	NA
ENSG00000232489	MFAP1P1	31115780	31117034	13	NA
ENSG00000132952	USPL1	31191830	31233686	13	10208
ENSG00000132965	ALOX5AP	31309645	31338556	13	241
ENSG00000237879	LINC00398	31377343	31384782	13	100874158
ENSG00000224743	TEX26-AS1	31456070	31507983	13	100507064
ENSG00000236094	LINC00545	31456688	31457532	13	440132
ENSG00000102802	MEDAG	31480328	31499709	13	84935
ENSG00000175664	TEX26	31506840	31549639	13	122046
ENSG00000238185	RP11-252M21.6	31547426	31551760	13	105370145
ENSG00000230403	LINC01066	31569299	31570275	13	NA
ENSG00000120694	HSPH1	31710762	31736525	13	10808
ENSG00000187676	B3GALTL	31774073	31906413	13	145173
ENSG00000133105	RXFP2	32313674	32377009	13	122042
ENSG00000229715	EEF1DP3	32420978	32527609	13	NA
ENSG00000237637	FRY-AS1	32599451	32605776	13	100507099
ENSG00000073910	FRY	32605437	32870794	13	10129
ENSG00000230633	RP11-37E23.5	32872291	32872849	13	NA
ENSG00000189167	ZAR1L	32877837	32889481	13	646799
ENSG00000139618	BRCA2	32889611	32973805	13	675
ENSG00000139597	N4BP2L1	32974861	33002315	13	90634
ENSG00000270008	RP11-298P3.4	32999495	33007091	13	NA
ENSG00000244754	N4BP2L2	33006554	33112970	13	10443
ENSG00000229800	ATP8A2P2	33051411	33052978	13	NA
ENSG00000083642	PDS5B	33160564	33352157	13	23047
